filenames,targets
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min_48_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min_56_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min_56_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min_56_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min_56_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min_56_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min_56_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min_76_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min_76_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min_76_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min_76_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min_76_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min_76_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C5_166_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C5_166_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C5_166_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C5_166_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C5_166_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C5_166_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C5_179_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C5_179_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C5_179_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C5_179_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C5_179_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C5_179_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C5_185_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C5_185_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C5_185_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C5_185_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C5_185_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C5_185_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C7_203_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C7_203_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C7_203_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C7_203_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C7_203_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C7_203_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C7_211_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C7_211_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C7_211_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C7_211_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C7_211_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C7_211_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C7_231_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C7_231_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C7_231_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C7_231_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C7_231_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C7_231_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Chdim7_237_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Chdim7_237_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Chdim7_237_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Chdim7_237_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Chdim7_237_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Chdim7_237_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Chdim7_254_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Chdim7_254_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Chdim7_254_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Chdim7_254_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Chdim7_254_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Chdim7_254_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Chdim7_268_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Chdim7_268_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Chdim7_268_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Chdim7_268_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Chdim7_268_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Chdim7_268_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj7_103_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj7_103_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj7_103_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj7_103_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj7_103_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj7_103_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj7_111_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj7_111_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj7_111_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj7_111_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj7_111_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj7_111_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj7_86_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj7_86_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj7_86_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj7_86_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj7_86_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj7_86_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj7_91_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj7_91_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj7_91_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj7_91_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj7_91_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj7_91_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj_16_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj_16_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj_16_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj_16_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj_16_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj_16_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj_36_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj_36_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj_36_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj_36_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj_36_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj_36_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj_8_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj_8_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj_8_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj_8_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj_8_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmaj_8_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin7_125_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin7_125_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin7_125_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin7_125_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin7_125_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin7_125_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin7_133_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin7_133_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin7_133_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin7_133_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin7_133_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin7_133_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin7_153_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin7_153_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin7_153_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin7_153_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin7_153_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin7_153_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin_47_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin_47_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin_47_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin_47_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin_47_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin_47_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin_55_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin_55_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin_55_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin_55_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin_55_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin_55_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin_75_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin_75_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin_75_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin_75_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin_75_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Cmin_75_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#5_157_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#5_157_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#5_157_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#5_157_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#5_157_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#5_157_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#5_170_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#5_170_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#5_170_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#5_170_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#5_170_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#5_170_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#5_188_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#5_188_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#5_188_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#5_188_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#5_188_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#5_188_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#7_206_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#7_206_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#7_206_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#7_206_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#7_206_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#7_206_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#7_214_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#7_214_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#7_214_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#7_214_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#7_214_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#7_214_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#7_222_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#7_222_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#7_222_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#7_222_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#7_222_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#7_222_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#hdim7_240_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#hdim7_240_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#hdim7_240_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#hdim7_240_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#hdim7_240_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#hdim7_240_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#hdim7_257_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#hdim7_257_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#hdim7_257_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#hdim7_257_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#hdim7_257_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#hdim7_257_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#hdim7_271_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#hdim7_271_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#hdim7_271_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#hdim7_271_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#hdim7_271_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#hdim7_271_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj7_114_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj7_114_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj7_114_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj7_114_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj7_114_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj7_114_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj7_89_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj7_89_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj7_89_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj7_89_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj7_89_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj7_89_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj7_94_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj7_94_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj7_94_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj7_94_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj7_94_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj7_94_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj_11_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj_11_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj_11_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj_11_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj_11_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj_11_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj_19_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj_19_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj_19_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj_19_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj_19_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj_19_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj_27_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj_27_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj_27_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj_27_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj_27_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#maj_27_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min7_128_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min7_128_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min7_128_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min7_128_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min7_128_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min7_128_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min7_136_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min7_136_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min7_136_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min7_136_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min7_136_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min7_136_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min7_144_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min7_144_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min7_144_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min7_144_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min7_144_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min7_144_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min_50_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min_50_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min_50_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min_50_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min_50_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min_50_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min_58_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min_58_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min_58_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min_58_3.wav
